MMSI,MID,Received_Time,Vessel_Name,Latitude,Longitude,Course_Over_Ground_COG,Speed_Over_Ground_SOG,IMO_Number,Longitude_Second,Latitude_Second,_True_Heading_HDG,_Beam ,Destination,Destination,Ship_Type
416002974,Taiwan (Province of China),20/02/2025 16:04:23,DONG LIAN NO.8,22.5963,120.2998,349.1,0,0,120? 17.990' E,22? 35.776' N,511,2,14,@@@@@@@@@@@@@@@@@@@@,Tug
457556000,Mongolia,20/02/2025 16:04:23,EVER  DELIGHT,91,181,360,102.3,8358661,Not available (default),Not available (default),511,16,96,KAOHSIUNG           ,Cargo-all ships of this type
416005691,Taiwan (Province of China),20/02/2025 16:04:23,SEN KOH NO.8,22.5861,120.2925,360,0,0,120? 17.548' E,22? 35.166' N,511,30,102,@@@@@@@@@@@@@@@@@@@@,Spare - for local use
677054600,Tanzania (United Republic of),20/02/2025 16:04:23,CHENG TAI,22.5819,120.2958,251,0,8854122,120? 17.750' E,22? 34.913' N,511,12,63,NINGBO@@@@@@@@@@@@@@,Cargo-all ships of this type
533004410,Malaysia,20/02/2025 16:04:23,SHINLINE 11,22.6028,120.2939,355,0,9559482,120? 17.632' E,22? 36.166' N,164,21,128,TW KHH              ,Cargo-all ships of this type
629009312,Gambia (Republic of the),20/02/2025 16:04:24,XIN YUAN,22.5818,120.2957,288,0,9126106,120? 17.740' E,22? 34.910' N,231,15,85,KOHSIUNG            ,Cargo-all ships of this type
457601000,Mongolia,20/02/2025 16:04:24,MACRO,22.5999,120.2816,205.4,0,0,120? 16.894' E,22? 35.992' N,511,2,2,@@@@@@@@@@@@@@@@@@@@,Cargo-all ships of this type
416000021,Taiwan (Province of China),20/02/2025 16:04:24,YU MING NO:288,22.5853,120.3028,360,0,0,120? 18.166' E,22? 35.120' N,511,0,0,@@@@@@@@@@@@@@@@@@@@,Vessel-Pleasure craft
416005438,Taiwan (Province of China),20/02/2025 16:04:24,SOLARIS,22.6093,120.2732,282.2,0.1,0,120? 16.394' E,22? 36.557' N,145,8,21,KHH PORT@@@@@@@@@@@@,Vessel-Engaged in dredging or underwater operations
416005047,Taiwan (Province of China),20/02/2025 16:04:24,TIPM NO.13401,22.5338,120.303,283.9,0,0,120? 18.180' E,22? 32.027' N,511,10,35,@@@@@@@@@@@@@@@@@@@@,Tug
416004261,Taiwan (Province of China),20/02/2025 16:04:25,YU CHIN NO.302,22.5855,120.3031,0,0,0,120? 18.186' E,22? 35.132' N,511,9,29,@@@@@@@@@@@@@@@@@@@@,Vessel-Towing
416005048,Taiwan (Province of China),20/02/2025 16:04:25,TIPM NO.13402,22.547,120.3007,47.3,8.3,0,120? 18.041' E,22? 32.818' N,511,10,35,@@@@@@@@@@@@@@@@@@@@,Tug
416005048,Taiwan (Province of China),20/02/2025 16:04:25,TIPM NO.13402,22.547,120.3007,47.3,8.3,0,120? 18.041' E,22? 32.818' N,511,10,35,@@@@@@@@@@@@@@@@@@@@,Tug
416000017,Taiwan (Province of China),20/02/2025 16:04:25,YU TAI NO.403,22.5949,120.2882,58.2,0,0,120? 17.294' E,22? 35.696' N,511,11,30,@@@@@@@@@@@@@@@@@@@@,Tug
416004047,Taiwan (Province of China),20/02/2025 16:04:25,TA YING,22.5991,120.2884,104.2,0,0,120? 17.303' E,22? 35.948' N,511,0,0,KAOHSIUNG@@@@@@@@@@@,Cargo-all ships of this type
416012541,Taiwan (Province of China),20/02/2025 16:04:25,KMSC NO.901,22.5943,120.2879,104.8,4.9,0,120? 17.271' E,22? 35.656' N,511,0,0,@@@@@@@@@@@@@@@@@@@@,Port tender
413690160,China (People's Republic of),20/02/2025 16:04:26,XIAO JIANG,22.6085,120.2826,228.5,0,9401269,120? 16.957' E,22? 36.511' N,152,16,116,KHH\\\              ,Cargo-all ships of this type
306045000,Netherlands Antilles,20/02/2025 16:04:26,GUANYANG,22.611,120.2739,168.3,0,9110250,120? 16.437' E,22? 36.659' N,0,9,53,KHH                 ,Cargo-all ships of this type
416004865,Taiwan (Province of China),20/02/2025 16:04:26,HSIANG PERNG NO.212,22.5968,120.2817,213,0,,120? 16.904' E,22? 35.806' N,,7,45,,
538010853,Marshall Islands (Republic of the),20/02/2025 16:04:26,FAIRCHEM PATHFINDER,22.5855,120.2952,143.1,3.2,9975301,120? 17.713' E,22? 35.129' N,139,27,158,TW KHH              ,Tanker-all ships of this type
510069000,Micronesia (Federated States of),20/02/2025 16:04:26,QUEEN ISABELLA 88,22.6135,120.2719,188.3,0,0,120? 16.315' E,22? 36.808' N,302,30,15,@@@@@@@@@@@@@@@@@@@@,Vessel=Fishing
416015927,Taiwan (Province of China),20/02/2025 16:04:26,KAO 506,22.6138,120.2881,183.4,0,0,120? 17.286' E,22? 36.828' N,511,15,40,KHH@@@@@@@@@@@@@@@@@,Vessel-Engaged in dredging or underwater operations
677011100,Tanzania (United Republic of),20/02/2025 16:04:27,HAI FA,22.582,120.2954,274.1,0,9072991,120? 17.726' E,22? 34.922' N,511,12,74,KAOXIONG            ,Cargo-all ships of this type
667001736,Sierra Leone,20/02/2025 16:04:27,HUA HANG,22.6138,120.287,0,0,8864282,120? 17.221' E,22? 36.830' N,511,12,71,@@@@@@@@@@@@@@@@@@@@,Cargo-all ships of this type
416003923,Taiwan (Province of China),20/02/2025 16:04:28,KAO NO.112,22.5942,120.2885,233,1.1,0,120? 17.310' E,22? 35.650' N,511,14,89,KOH                 ,Tug
416459000,Taiwan (Province of China),20/02/2025 16:04:28,UNI PROSPER,22.542,120.3011,291,5.5,,120? 18.067' E,22? 32.517' N,293,,,,
416005577,Taiwan (Province of China),20/02/2025 16:04:28,TIPM NO.16402,22.5569,120.326,138.5,0.1,9859997,120? 19.560' E,22? 33.412' N,226,12,34,@@@@@@@@@@@@@@@@@@@@,Tug
563245300,Singapore (Republic of),20/02/2025 16:04:29,EVER MOST,22.5468,120.2798,267.3,8.8,,120? 16.786' E,22? 32.806' N,267,,,,
306406000,Netherlands Antilles,20/02/2025 16:04:30,XING YUN 101,22.5949,120.2833,125.6,0,0,120? 16.998' E,22? 35.696' N,226,8,29,@@@@@@@@@@@@@@@@@@@@,Cargo-all ships of this type
416000018,Taiwan (Province of China),20/02/2025 16:04:30,FORMOSA NO.8,22.5997,120.2826,360,0,0,120? 16.958' E,22? 35.979' N,511,11,28,TW_KHH              ,Tug
416008845,Taiwan (Province of China),20/02/2025 16:04:30,TRITON1,22.594,120.2861,168.1,0,9495894,120? 17.167' E,22? 35.639' N,511,10,34,@@@@@@@@@@@@@@@@@@@@,Port tender
544113120,Nauru (Republic of),20/02/2025 16:04:30,EASTERN STAR,22.597,120.2855,237.3,0,8996097,120? 17.130' E,22? 35.821' N,511,14,89,@@@@@@@@@@@@@@@@@@@@,Vessel=Fishing
667001467,Sierra Leone,20/02/2025 16:04:30,VINCENT 2,22.6023,120.2829,349,0.2,9121039,120? 16.974' E,22? 36.137' N,142,17,107,@@@@@@@@@@@@@@@@@@@@,Cargo-all ships of this type
416004697,Taiwan (Province of China),20/02/2025 16:04:30,KAO 505,22.6102,120.2726,133,0,967097500,120? 16.355' E,22? 36.614' N,145,0,0,@@@@@@@@@@@@@@@@@@@@,Vessel-Engaged in dredging or underwater operations
416000095,Taiwan (Province of China),20/02/2025 16:04:30,YIN LIAN,22.5964,120.2899,154.6,0.1,0,120? 17.391' E,22? 35.783' N,356,11,76,LONG MEN - KAOHSIUNG,Cargo-all ships of this type
511101274,Palau (Republic of),20/02/2025 16:04:30,HONG LI,22.6034,120.2822,44,0,9036894,120? 16.930' E,22? 36.203' N,511,13,74,@@@@@@@@@@@@@@@@@@@@,Cargo-all ships of this type
416006752,Taiwan (Province of China),20/02/2025 16:04:30,TA YU,22.5946,120.2911,316.7,0,0,120? 17.464' E,22? 35.676' N,339,13,60,KINMEN              ,Cargo-all ships of this type
416005048,Taiwan (Province of China),20/02/2025 16:04:31,TIPM NO.13402,22.5471,120.3009,59.2,8.5,0,120? 18.057' E,22? 32.828' N,511,10,35,@@@@@@@@@@@@@@@@@@@@,Tug
416247700,Taiwan (Province of China),20/02/2025 16:04:31,HAI YAO,22.5927,120.2874,360,0,0,120? 17.246' E,22? 35.562' N,511,7,35,@@@@@@@@@@@@@@@@@@@@,Vessel=Fishing
416011751,Taiwan (Province of China),20/02/2025 16:04:31,SHENG YI FA168,22.5925,120.2871,273.1,0,0,120? 17.226' E,22? 35.550' N,511,8,37,KHH                 ,Vessel=Fishing
416011751,Taiwan (Province of China),20/02/2025 16:04:31,SHENG YI FA168,22.5925,120.2871,273.1,0,0,120? 17.226' E,22? 35.550' N,511,8,37,KHH                 ,Vessel=Fishing
416008938,Taiwan (Province of China),20/02/2025 16:04:31,TIMP NO.15005,22.5848,120.2957,137,3.1,0,120? 17.742' E,22? 35.087' N,511,0,0,@@@@@@@@@@@@@@@@@@@@,Tug
677054600,Tanzania (United Republic of),20/02/2025 16:04:32,CHENG TAI,22.5819,120.2958,251,0,8854122,120? 17.750' E,22? 34.913' N,511,12,63,NINGBO@@@@@@@@@@@@@@,Cargo-all ships of this type
416011439,Taiwan (Province of China),20/02/2025 16:04:32,PROTAGONIST ONE,22.6073,120.2962,360,0,,120? 17.770' E,22? 36.438' N,,0,0,,
416006768,Taiwan (Province of China),20/02/2025 16:04:32,DONG PING NO.9,22.5972,120.2994,189.2,0,0,120? 17.962' E,22? 35.834' N,511,0,0,@@@@@@@@@@@@@@@@@@@@,Vessel=Fishing
538009051,Marshall Islands (Republic of the),20/02/2025 16:04:32,SSI CONQUEST,22.6067,120.2925,234.2,0,9637416,120? 17.550' E,22? 36.399' N,160,32,190,TW KHH              ,Cargo-all ships of this type
416126600,Taiwan (Province of China),20/02/2025 16:04:32,YU DING N0 303,22.5857,120.3039,360,0,0,120? 18.232' E,22? 35.143' N,511,9,35,@@@@@@@@@@@@@@@@@@@@,Tug
416007289,Taiwan (Province of China),20/02/2025 16:04:32,YUAN MAN JIN,22.5535,120.3383,271.7,0,0,120? 20.295' E,22? 33.211' N,271,0,0,@@@@@@@@@@@@@@@@@@@@,Vessel=Fishing
416006765,Taiwan (Province of China),20/02/2025 16:04:32,VENTUS XINGANG,22.5996,120.2816,360,0,990981900,120? 16.896' E,22? 35.976' N,235,0,0,KHH                 ,Vessel-Pleasure craft
416004191,Taiwan (Province of China),20/02/2025 16:04:33,SEAGREEN NO15,22.5959,120.2843,360,0,9406295,120? 17.057' E,22? 35.751' N,511,40,55,TW KHH 1508W        ,Vessel-Towing
416002974,Taiwan (Province of China),20/02/2025 16:04:33,DONG LIAN NO.8,22.5963,120.2998,349.1,0,0,120? 17.990' E,22? 35.776' N,511,2,14,@@@@@@@@@@@@@@@@@@@@,Tug
416000021,Taiwan (Province of China),20/02/2025 16:04:33,YU MING NO:288,22.5853,120.3028,360,0,0,120? 18.166' E,22? 35.120' N,511,0,0,@@@@@@@@@@@@@@@@@@@@,Vessel-Pleasure craft
416008937,Taiwan (Province of China),20/02/2025 16:04:33,TIPM NO.15003,22.5856,120.2949,144.2,3.1,0,120? 17.694' E,22? 35.138' N,511,0,0,@@@@@@@@@@@@@@@@@@@@,Tug
576638000,Vanuatu (Republic of),20/02/2025 16:04:33,LONGBOW NO.7,22.6031,120.2862,13.7,0,8956683,120? 17.172' E,22? 36.183' N,511,9,46,@@@@@@@@@@@@@@@@@@@@,Vessel=Fishing
416004602,Taiwan (Province of China),20/02/2025 16:04:33,TIPM NO.15401,22.557,120.322,331.4,1,0,120? 19.318' E,22? 33.419' N,511,0,0,@@@@@@@@@@@@@@@@@@@@,Tug
457556000,Mongolia,20/02/2025 16:04:33,EVER  DELIGHT,91,181,360,102.3,8358661,Not available (default),Not available (default),511,16,96,KAOHSIUNG           ,Cargo-all ships of this type
416004603,Taiwan (Province of China),20/02/2025 16:04:34,TIPM NO.15402,22.5513,120.3207,191.9,0,0,120? 19.242' E,22? 33.077' N,511,6,35,@@@@@@@@@@@@@@@@@@@@,not available or no ship (default)
416000017,Taiwan (Province of China),20/02/2025 16:04:34,YU TAI NO.403,22.5949,120.2882,49.1,0.1,0,120? 17.294' E,22? 35.696' N,511,11,30,@@@@@@@@@@@@@@@@@@@@,Tug
416005691,Taiwan (Province of China),20/02/2025 16:04:34,SEN KOH NO.8,22.5861,120.2925,360,0,0,120? 17.548' E,22? 35.167' N,511,30,102,@@@@@@@@@@@@@@@@@@@@,Spare - for local use
457601000,Mongolia,20/02/2025 16:04:34,MACRO,22.5999,120.2816,205.4,0,0,120? 16.894' E,22? 35.993' N,511,2,2,@@@@@@@@@@@@@@@@@@@@,Cargo-all ships of this type
416005437,Taiwan (Province of China),20/02/2025 16:04:35,SOLARIS 2,22.582,120.2939,360,0,0,120? 17.632' E,22? 34.922' N,511,8,20,HYDRO SURVEY@@@@@@@@,Vessel-Engaged in dredging or underwater operations
416003885,Taiwan (Province of China),20/02/2025 16:04:35,SHING FU,22.6176,120.2702,154,5.5,0,120? 16.214' E,22? 37.054' N,157,0,0,@@@@@@@@@@@@@@@@@@@@,Passenger-all ships of this type
416004115,Taiwan (Province of China),20/02/2025 16:04:35,DAH LIN NO.9,22.5389,120.336,360,0,0,120? 20.158' E,22? 32.335' N,511,12,36,KAOHSIUNG PORT@@@@@@,Vessel-Towing
306045000,Netherlands Antilles,20/02/2025 16:04:35,GUANYANG,22.611,120.2739,168.3,0,9110250,120? 16.437' E,22? 36.659' N,0,9,53,KHH                 ,Cargo-all ships of this type
416004524,Taiwan (Province of China),20/02/2025 16:04:35,YU JING 245,22.6176,120.2794,360,0,0,120? 16.761' E,22? 37.053' N,511,9,54,@@@@@@@@@@@@@@@@@@@@,Tug
510069000,Micronesia (Federated States of),20/02/2025 16:04:36,QUEEN ISABELLA 88,22.6135,120.2719,243.1,0,0,120? 16.315' E,22? 36.808' N,302,30,15,@@@@@@@@@@@@@@@@@@@@,Vessel=Fishing
416004047,Taiwan (Province of China),20/02/2025 16:04:36,TA YING,22.5991,120.2884,104.2,0,0,120? 17.303' E,22? 35.948' N,511,0,0,KAOHSIUNG@@@@@@@@@@@,Cargo-all ships of this type
416015927,Taiwan (Province of China),20/02/2025 16:04:36,KAO 506,22.6138,120.2881,183.4,0.1,0,120? 17.286' E,22? 36.828' N,511,15,40,KHH@@@@@@@@@@@@@@@@@,Vessel-Engaged in dredging or underwater operations
677011100,Tanzania (United Republic of),20/02/2025 16:04:36,HAI FA,22.582,120.2954,274.9,0,9072991,120? 17.726' E,22? 34.922' N,511,12,74,KAOXIONG            ,Cargo-all ships of this type
667001736,Sierra Leone,20/02/2025 16:04:37,HUA HANG,22.6138,120.287,0,0,8864282,120? 17.221' E,22? 36.830' N,511,12,71,@@@@@@@@@@@@@@@@@@@@,Cargo-all ships of this type
353205000,Panama (Republic of),20/02/2025 16:04:38,GLOBAL CORAL,22.5592,120.3245,319.1,0,9687746,120? 19.467' E,22? 33.551' N,51,30,183,TW KHH              ,Cargo-all ships of this type
416005577,Taiwan (Province of China),20/02/2025 16:04:38,TIPM NO.16402,22.5569,120.326,138.5,0.1,9859997,120? 19.560' E,22? 33.412' N,222,12,34,@@@@@@@@@@@@@@@@@@@@,Tug
416459000,Taiwan (Province of China),20/02/2025 16:04:38,UNI PROSPER,22.5421,120.3008,291,5.6,,120? 18.049' E,22? 32.524' N,293,,,,
416003885,Taiwan (Province of China),20/02/2025 16:04:38,SHING FU,22.6175,120.2703,154.7,5.4,0,120? 16.217' E,22? 37.049' N,158,0,0,@@@@@@@@@@@@@@@@@@@@,Passenger-all ships of this type
306406000,Netherlands Antilles,20/02/2025 16:04:38,XING YUN 101,22.595,120.2833,125.6,0,0,120? 16.998' E,22? 35.697' N,226,8,29,@@@@@@@@@@@@@@@@@@@@,Cargo-all ships of this type
563245300,Singapore (Republic of),20/02/2025 16:04:39,EVER MOST,22.5467,120.2794,267.1,8.8,,120? 16.762' E,22? 32.804' N,267,,,,
416005452,Taiwan (Province of China),20/02/2025 16:04:39,CHUNG YU NO.22,22.5845,120.3008,40,0,9814571,120? 18.049' E,22? 35.070' N,50,16,75,KAOSHIUNG           ,Tanker-all ships of this type
416003923,Taiwan (Province of China),20/02/2025 16:04:39,KAO NO.112,22.5941,120.2885,234.7,0.8,0,120? 17.308' E,22? 35.648' N,511,14,89,KOH                 ,Tug
416000095,Taiwan (Province of China),20/02/2025 16:04:39,YIN LIAN,22.5964,120.2899,154.6,0,0,120? 17.391' E,22? 35.783' N,356,11,76,LONG MEN - KAOHSIUNG,Cargo-all ships of this type
511101274,Palau (Republic of),20/02/2025 16:04:39,HONG LI,22.6034,120.2822,28.6,0.1,9036894,120? 16.930' E,22? 36.203' N,511,13,74,@@@@@@@@@@@@@@@@@@@@,Cargo-all ships of this type
416008845,Taiwan (Province of China),20/02/2025 16:04:40,TRITON1,22.594,120.2861,168.1,0,9495894,120? 17.167' E,22? 35.639' N,511,10,34,@@@@@@@@@@@@@@@@@@@@,Port tender
416001900,Taiwan (Province of China),20/02/2025 16:04:40,YUAN TAI NO.806,22.5666,120.3134,360,0,790066300,120? 18.802' E,22? 33.998' N,511,0,0,SINGAPORE@@@@@@@@@@@,Cargo-all ships of this type
538009051,Marshall Islands (Republic of the),20/02/2025 16:04:40,SSI CONQUEST,22.6066,120.2925,234.2,0,9637416,120? 17.550' E,22? 36.398' N,160,32,190,TW KHH              ,Cargo-all ships of this type
544113120,Nauru (Republic of),20/02/2025 16:04:40,EASTERN STAR,22.597,120.2855,237.3,0,8996097,120? 17.130' E,22? 35.821' N,511,14,89,@@@@@@@@@@@@@@@@@@@@,Vessel=Fishing
416000018,Taiwan (Province of China),20/02/2025 16:04:40,FORMOSA NO.8,22.5997,120.2826,360,0,0,120? 16.958' E,22? 35.980' N,511,11,28,TW_KHH              ,Tug
416005003,Taiwan (Province of China),20/02/2025 16:04:40,HUNG YU NO.1,22.5468,120.3121,334.6,0,0,120? 18.725' E,22? 32.806' N,511,33,80,@@@@@@@@@@@@@@@@@@@@,Other type of ship-all ships of this type
416247700,Taiwan (Province of China),20/02/2025 16:04:41,HAI YAO,22.5927,120.2874,360,0,0,120? 17.246' E,22? 35.562' N,511,7,35,@@@@@@@@@@@@@@@@@@@@,Vessel=Fishing
416006752,Taiwan (Province of China),20/02/2025 16:04:41,TA YU,22.5946,120.2911,316.7,0,0,120? 17.464' E,22? 35.676' N,339,13,60,KINMEN              ,Cargo-all ships of this type
667001467,Sierra Leone,20/02/2025 16:04:41,VINCENT 2,22.6023,120.2829,358.3,0.1,9121039,120? 16.975' E,22? 36.137' N,143,17,107,@@@@@@@@@@@@@@@@@@@@,Cargo-all ships of this type
416004697,Taiwan (Province of China),20/02/2025 16:04:41,KAO 505,22.6102,120.2726,134.3,0,967097500,120? 16.355' E,22? 36.613' N,145,0,0,@@@@@@@@@@@@@@@@@@@@,Vessel-Engaged in dredging or underwater operations
416003885,Taiwan (Province of China),20/02/2025 16:04:42,SHING FU,22.6174,120.2703,153.9,5.4,0,120? 16.219' E,22? 37.045' N,158,0,0,@@@@@@@@@@@@@@@@@@@@,Passenger-all ships of this type
416006765,Taiwan (Province of China),20/02/2025 16:04:42,VENTUS XINGANG,22.5996,120.2816,360,0,990981900,120? 16.896' E,22? 35.975' N,235,0,0,KHH                 ,Vessel-Pleasure craft
416008937,Taiwan (Province of China),20/02/2025 16:04:42,TIPM NO.15003,22.5855,120.295,143,3.1,0,120? 17.700' E,22? 35.132' N,511,0,0,@@@@@@@@@@@@@@@@@@@@,Tug
416002974,Taiwan (Province of China),20/02/2025 16:04:43,DONG LIAN NO.8,22.5963,120.2998,349.1,0,0,120? 17.990' E,22? 35.776' N,511,2,14,@@@@@@@@@@@@@@@@@@@@,Tug
416011751,Taiwan (Province of China),20/02/2025 16:04:43,SHENG YI FA168,22.5925,120.2871,273.1,0,0,120? 17.226' E,22? 35.550' N,511,8,37,KHH                 ,Vessel=Fishing
416004191,Taiwan (Province of China),20/02/2025 16:04:43,SEAGREEN NO15,22.5958,120.2843,360,0,9406295,120? 17.057' E,22? 35.751' N,511,40,55,TW KHH 1508W        ,Vessel-Towing
416005691,Taiwan (Province of China),20/02/2025 16:04:43,SEN KOH NO.8,22.5861,120.2925,360,0,0,120? 17.548' E,22? 35.167' N,511,30,102,@@@@@@@@@@@@@@@@@@@@,Spare - for local use
416008938,Taiwan (Province of China),20/02/2025 16:04:43,TIMP NO.15005,22.5847,120.2958,136.3,3,0,120? 17.749' E,22? 35.080' N,511,0,0,@@@@@@@@@@@@@@@@@@@@,Tug
416000021,Taiwan (Province of China),20/02/2025 16:04:43,YU MING NO:288,22.5853,120.3028,360,0.1,0,120? 18.166' E,22? 35.120' N,511,0,0,@@@@@@@@@@@@@@@@@@@@,Vessel-Pleasure craft
416005047,Taiwan (Province of China),20/02/2025 16:04:43,TIPM NO.13401,22.5338,120.303,283.9,0,0,120? 18.180' E,22? 32.028' N,511,10,35,@@@@@@@@@@@@@@@@@@@@,Tug
416004602,Taiwan (Province of China),20/02/2025 16:04:43,TIPM NO.15401,22.557,120.3219,345.2,1,0,120? 19.317' E,22? 33.421' N,511,0,0,@@@@@@@@@@@@@@@@@@@@,Tug
457556000,Mongolia,20/02/2025 16:04:44,EVER  DELIGHT,91,181,360,102.3,8358661,Not available (default),Not available (default),511,16,96,KAOHSIUNG           ,Cargo-all ships of this type
416004261,Taiwan (Province of China),20/02/2025 16:04:44,YU CHIN NO.302,22.5855,120.3031,0,0,0,120? 18.186' E,22? 35.132' N,511,9,29,@@@@@@@@@@@@@@@@@@@@,Vessel-Towing
416012541,Taiwan (Province of China),20/02/2025 16:04:44,KMSC NO.901,22.5942,120.288,360,0.2,0,120? 17.280' E,22? 35.652' N,511,0,0,@@@@@@@@@@@@@@@@@@@@,Port tender
416004191,Taiwan (Province of China),20/02/2025 16:04:44,SEAGREEN NO15,22.5958,120.2843,360,0,9406295,120? 17.057' E,22? 35.751' N,511,40,55,TW KHH 1508W        ,Vessel-Towing
416000017,Taiwan (Province of China),20/02/2025 16:04:45,YU TAI NO.403,22.5949,120.2882,345.7,0.3,0,120? 17.294' E,22? 35.695' N,511,11,30,@@@@@@@@@@@@@@@@@@@@,Tug
533004410,Malaysia,20/02/2025 16:04:45,SHINLINE 11,22.6029,120.2938,355,0,9559482,120? 17.630' E,22? 36.171' N,164,21,128,TW KHH              ,Cargo-all ships of this type
306045000,Netherlands Antilles,20/02/2025 16:04:45,GUANYANG,22.611,120.2739,168.3,0,9110250,120? 16.437' E,22? 36.659' N,0,9,53,KHH                 ,Cargo-all ships of this type
457601000,Mongolia,20/02/2025 16:04:45,MACRO,22.5999,120.2816,205.4,0,0,120? 16.894' E,22? 35.993' N,511,2,2,@@@@@@@@@@@@@@@@@@@@,Cargo-all ships of this type
416004047,Taiwan (Province of China),20/02/2025 16:04:46,TA YING,22.5991,120.2884,104.2,0,0,120? 17.304' E,22? 35.948' N,511,0,0,KAOHSIUNG@@@@@@@@@@@,Cargo-all ships of this type
510069000,Micronesia (Federated States of),20/02/2025 16:04:46,QUEEN ISABELLA 88,22.6135,120.2719,74.7,0,0,120? 16.315' E,22? 36.808' N,302,30,15,@@@@@@@@@@@@@@@@@@@@,Vessel=Fishing
538010853,Marshall Islands (Republic of the),20/02/2025 16:04:46,FAIRCHEM PATHFINDER,22.5853,120.2954,139.4,3,9975301,120? 17.725' E,22? 35.115' N,138,27,158,TW KHH              ,Tanker-all ships of this type
563250800,Singapore (Republic of),20/02/2025 16:04:46,YM INCREMENT,22.5497,120.3232,172,0,9319143,120? 19.393' E,22? 32.983' N,323,28,173,TW  KHH>TW KHH      ,"Cargo-carrying DG,HS,MP,IMO haz or pollutant OS"
477347200,Hong Kong (Special Administrative Region of China),20/02/2025 16:04:46,GLORY TIANJIN,22.5308,120.221,73.2,8.5,,120? 13.260' E,22? 31.848' N,77,,,,
416005437,Taiwan (Province of China),20/02/2025 16:04:46,SOLARIS 2,22.582,120.2939,360,0,0,120? 17.632' E,22? 34.922' N,511,8,20,HYDRO SURVEY@@@@@@@@,Vessel-Engaged in dredging or underwater operations
416001323,Taiwan (Province of China),20/02/2025 16:04:47,@@@I*ELCOBR@@C?) BB,22.6126,120.2709,200.1,0,,120? 16.254' E,22? 36.753' N,,0,0,,
416001323,Taiwan (Province of China),20/02/2025 16:04:47,@@@I*ELCOBR@@C?) BB,22.6126,120.2709,200.1,0,,120? 16.254' E,22? 36.753' N,,0,0,,
416001323,Taiwan (Province of China),20/02/2025 16:04:47,@@@I*ELCOBR@@C?) BB,22.6126,120.2709,200.1,0,,120? 16.254' E,22? 36.753' N,,0,0,,
416001323,Taiwan (Province of China),20/02/2025 16:04:47,@@@I*ELCOBR@@C?) BB,22.6126,120.2709,200.1,0,,120? 16.254' E,22? 36.753' N,,0,0,,
416001323,Taiwan (Province of China),20/02/2025 16:04:47,@@@I*ELCOBR@@C?) BB,22.6126,120.2709,200.1,0,,120? 16.254' E,22? 36.753' N,,0,0,,
416008865,Taiwan (Province of China),20/02/2025 16:04:47,TRITON 8,22.5659,120.3087,271.2,0,9486776,120? 18.523' E,22? 33.955' N,511,0,0,@@@@@@@@@@@@@@@@@@@@,Reserved for future use
416001323,Taiwan (Province of China),20/02/2025 16:04:47,@@@I*ELCOBR@@C?) BB,22.6126,120.2709,200.1,0,,120? 16.254' E,22? 36.753' N,,0,0,,
416015927,Taiwan (Province of China),20/02/2025 16:04:47,KAO 506,22.6138,120.2881,183.4,0.1,0,120? 17.286' E,22? 36.828' N,511,15,40,KHH@@@@@@@@@@@@@@@@@,Vessel-Engaged in dredging or underwater operations
353874000,Panama (Republic of),20/02/2025 16:04:48,BLUE PHOENIX,22.5942,120.2882,341.8,0,9456616,120? 17.294' E,22? 35.652' N,329,15,96,TW KHH              ,"Tanker-carrying DG,HS,MP,IMO haz or pollutant OS"
667001736,Sierra Leone,20/02/2025 16:04:48,HUA HANG,22.6138,120.287,0,0,8864282,120? 17.221' E,22? 36.830' N,511,12,71,@@@@@@@@@@@@@@@@@@@@,Cargo-all ships of this type
