MMSI,MID,Received_Time,Vessel_Name,Latitude,Longitude,Course_Over_Ground_COG,Speed_Over_Ground_SOG,IMO_Number,Longitude_Second,Latitude_Second,_True_Heading_HDG,_Beam ,Destination,Destination,Ship_Type
477347200,Hong Kong (Special Administrative Region of China),20/02/2025 16:12:07,GLORY TIANJIN,22.5348,120.2437,82,8.6,,120? 14.621' E,22? 32.090' N,84,,,,
416003923,Taiwan (Province of China),20/02/2025 16:12:07,KAO NO.112,22.5943,120.2885,355.3,0.3,0,120? 17.311' E,22? 35.658' N,511,14,89,KOH                 ,Tug
416004658,Taiwan (Province of China),20/02/2025 16:12:08,LONG DER NO.688,22.591,120.2889,3.2,0,,120? 17.336' E,22? 35.457' N,,10,35,,
352004013,Panama (Republic of),20/02/2025 16:12:08,FU HUI,22.5885,120.2948,290.7,0,1064869,120? 17.687' E,22? 35.311' N,149,18,115,TW KHH              ,Cargo-all ships of this type
212366000,Cyprus (Republic of),20/02/2025 16:12:08,HANDY STRANGER,22.6103,120.282,145.7,0,9643453,120? 16.921' E,22? 36.618' N,58,30,182,KAOHSIUNG           ,Cargo-all ships of this type
416004524,Taiwan (Province of China),20/02/2025 16:12:08,YU JING 245,22.6176,120.2794,360,0.1,0,120? 16.762' E,22? 37.055' N,511,9,54,@@@@@@@@@@@@@@@@@@@@,Tug
416004658,Taiwan (Province of China),20/02/2025 16:12:09,LONG DER NO.688,22.591,120.2889,3.2,0,,120? 17.336' E,22? 35.457' N,,10,35,,
994166013,Taiwan (Province of China),20/02/2025 16:12:09,NORTH BREAKWATER,22.621,120.2572,,,,120? 15.430' E,22? 37.260' N,,,,,
994166014,Taiwan (Province of China),20/02/2025 16:12:09,SOUTH BREAKWATER,22.6178,120.2565,,,,120? 15.390' E,22? 37.070' N,,,,,
416000095,Taiwan (Province of China),20/02/2025 16:12:09,YIN LIAN,22.5964,120.2899,154.6,0,0,120? 17.392' E,22? 35.781' N,357,11,76,LONG MEN - KAOHSIUNG,Cargo-all ships of this type
416006752,Taiwan (Province of China),20/02/2025 16:12:09,TA YU,22.5946,120.2911,316.7,0,0,120? 17.464' E,22? 35.676' N,339,13,60,KINMEN              ,Cargo-all ships of this type
544113120,Nauru (Republic of),20/02/2025 16:12:09,EASTERN STAR,22.597,120.2855,237.3,0,8996097,120? 17.130' E,22? 35.821' N,511,14,89,@@@@@@@@@@@@@@@@@@@@,Vessel=Fishing
511101274,Palau (Republic of),20/02/2025 16:12:10,HONG LI,22.6034,120.2821,352.5,0.1,9036894,120? 16.926' E,22? 36.203' N,511,13,74,@@@@@@@@@@@@@@@@@@@@,Cargo-all ships of this type
563245300,Singapore (Republic of),20/02/2025 16:12:10,EVER MOST,22.5446,120.2591,259.3,9,,120? 15.547' E,22? 32.677' N,256,,,,
306406000,Netherlands Antilles,20/02/2025 16:12:10,XING YUN 101,22.5949,120.2833,125.6,0,0,120? 16.998' E,22? 35.696' N,228,8,29,@@@@@@@@@@@@@@@@@@@@,Cargo-all ships of this type
667001467,Sierra Leone,20/02/2025 16:12:10,VINCENT 2,22.6022,120.2829,288.1,0.1,9121039,120? 16.973' E,22? 36.133' N,143,17,107,@@@@@@@@@@@@@@@@@@@@,Cargo-all ships of this type
416000018,Taiwan (Province of China),20/02/2025 16:12:10,FORMOSA NO.8,22.5996,120.2826,360,0,0,120? 16.958' E,22? 35.979' N,511,11,28,TW_KHH              ,Tug
416010075,Taiwan (Province of China),20/02/2025 16:12:11,928247,22.6165,120.2916,360,0.1,,120? 17.498' E,22? 36.987' N,,0,0,,
416008845,Taiwan (Province of China),20/02/2025 16:12:11,TRITON1,22.594,120.2861,168.1,0,9495894,120? 17.164' E,22? 35.638' N,511,10,34,@@@@@@@@@@@@@@@@@@@@,Port tender
416004697,Taiwan (Province of China),20/02/2025 16:12:11,KAO 505,22.6103,120.2727,157.4,0,967097500,120? 16.362' E,22? 36.616' N,145,0,0,@@@@@@@@@@@@@@@@@@@@,Vessel-Engaged in dredging or underwater operations
416011751,Taiwan (Province of China),20/02/2025 16:12:11,SHENG YI FA168,22.5925,120.2871,273.1,0,0,120? 17.226' E,22? 35.550' N,511,8,37,KHH                 ,Vessel=Fishing
416247700,Taiwan (Province of China),20/02/2025 16:12:11,HAI YAO,22.5927,120.2874,360,0,0,120? 17.246' E,22? 35.561' N,511,7,35,@@@@@@@@@@@@@@@@@@@@,Vessel=Fishing
576638000,Vanuatu (Republic of),20/02/2025 16:12:12,LONGBOW NO.7,22.603,120.2862,13.7,0,8956683,120? 17.171' E,22? 36.182' N,511,9,46,@@@@@@@@@@@@@@@@@@@@,Vessel=Fishing
416004191,Taiwan (Province of China),20/02/2025 16:12:12,SEAGREEN NO15,22.5959,120.2843,360,0,9406295,120? 17.058' E,22? 35.752' N,511,40,55,TW KHH 1508W        ,Vessel-Towing
416006765,Taiwan (Province of China),20/02/2025 16:12:12,VENTUS XINGANG,22.5996,120.2816,360,0,990981900,120? 16.896' E,22? 35.975' N,234,0,0,KHH                 ,Vessel-Pleasure craft
416000021,Taiwan (Province of China),20/02/2025 16:12:13,YU MING NO:288,22.5853,120.3028,360,0.2,0,120? 18.168' E,22? 35.120' N,511,0,0,@@@@@@@@@@@@@@@@@@@@,Vessel-Pleasure craft
416008937,Taiwan (Province of China),20/02/2025 16:12:13,TIPM NO.15003,22.5822,120.2987,128.9,1.2,0,120? 17.922' E,22? 34.935' N,511,0,0,@@@@@@@@@@@@@@@@@@@@,Tug
416126600,Taiwan (Province of China),20/02/2025 16:12:13,YU DING N0 303,22.5857,120.3039,360,0,0,120? 18.232' E,22? 35.142' N,511,9,35,@@@@@@@@@@@@@@@@@@@@,Tug
416004261,Taiwan (Province of China),20/02/2025 16:12:13,YU CHIN NO.302,22.5855,120.3031,0,0,0,120? 18.186' E,22? 35.132' N,511,9,29,@@@@@@@@@@@@@@@@@@@@,Vessel-Towing
416002974,Taiwan (Province of China),20/02/2025 16:12:13,DONG LIAN NO.8,22.5963,120.2998,349.1,0,0,120? 17.990' E,22? 35.776' N,511,2,14,@@@@@@@@@@@@@@@@@@@@,Tug
416000017,Taiwan (Province of China),20/02/2025 16:12:13,YU TAI NO.403,22.595,120.2881,314.3,0.3,0,120? 17.286' E,22? 35.702' N,511,11,30,@@@@@@@@@@@@@@@@@@@@,Tug
416005048,Taiwan (Province of China),20/02/2025 16:12:13,TIPM NO.13402,22.557,120.3171,323.3,8.7,0,120? 19.024' E,22? 33.421' N,511,10,35,@@@@@@@@@@@@@@@@@@@@,Tug
416007289,Taiwan (Province of China),20/02/2025 16:12:14,YUAN MAN JIN,22.5535,120.3383,271.7,0,0,120? 20.296' E,22? 33.211' N,271,0,0,@@@@@@@@@@@@@@@@@@@@,Vessel=Fishing
416005691,Taiwan (Province of China),20/02/2025 16:12:14,SEN KOH NO.8,22.5861,120.2925,360,0,0,120? 17.549' E,22? 35.166' N,511,30,102,@@@@@@@@@@@@@@@@@@@@,Spare - for local use
416005003,Taiwan (Province of China),20/02/2025 16:12:14,HUNG YU NO.1,22.5468,120.3121,334.6,0,0,120? 18.726' E,22? 32.805' N,511,33,80,@@@@@@@@@@@@@@@@@@@@,Other type of ship-all ships of this type
416004047,Taiwan (Province of China),20/02/2025 16:12:14,TA YING,22.5991,120.2884,104.2,0,0,120? 17.303' E,22? 35.947' N,511,0,0,KAOHSIUNG@@@@@@@@@@@,Cargo-all ships of this type
416005473,Taiwan (Province of China),20/02/2025 16:12:14,CHUNG YU16,22.585,120.3017,62.5,0,9820063,120? 18.102' E,22? 35.101' N,511,11,37,@@@@@@@@@@@@@@@@@@@@,Tanker-all ships of this type
677054600,Tanzania (United Republic of),20/02/2025 16:12:14,CHENG TAI,22.5819,120.2958,251,0,8854122,120? 17.750' E,22? 34.913' N,511,12,63,NINGBO@@@@@@@@@@@@@@,Cargo-all ships of this type
416005437,Taiwan (Province of China),20/02/2025 16:12:14,SOLARIS 2,22.582,120.2939,360,0,0,120? 17.634' E,22? 34.923' N,511,8,20,HYDRO SURVEY@@@@@@@@,Vessel-Engaged in dredging or underwater operations
457601000,Mongolia,20/02/2025 16:12:15,MACRO,22.5999,120.2816,205.4,0,0,120? 16.894' E,22? 35.993' N,511,2,2,@@@@@@@@@@@@@@@@@@@@,Cargo-all ships of this type
416012541,Taiwan (Province of China),20/02/2025 16:12:15,KMSC NO.901,22.6061,120.2817,342.6,6.6,0,120? 16.902' E,22? 36.367' N,511,0,0,@@@@@@@@@@@@@@@@@@@@,Port tender
510069000,Micronesia (Federated States of),20/02/2025 16:12:15,QUEEN ISABELLA 88,22.6135,120.2719,218.5,0,0,120? 16.316' E,22? 36.807' N,302,30,15,@@@@@@@@@@@@@@@@@@@@,Vessel=Fishing
416004115,Taiwan (Province of China),20/02/2025 16:12:15,DAH LIN NO.9,22.5389,120.3359,360,0.1,0,120? 20.152' E,22? 32.335' N,511,12,36,KAOHSIUNG PORT@@@@@@,Vessel-Towing
677011100,Tanzania (United Republic of),20/02/2025 16:12:16,HAI FA,22.582,120.2955,286.6,0,9072991,120? 17.727' E,22? 34.921' N,511,12,74,KAOXIONG            ,Cargo-all ships of this type
306045000,Netherlands Antilles,20/02/2025 16:12:16,GUANYANG,22.611,120.2739,168.3,0,9110250,120? 16.435' E,22? 36.660' N,0,9,53,KHH                 ,Cargo-all ships of this type
416001323,Taiwan (Province of China),20/02/2025 16:12:17,@@@I*ELCOBR@@C?) BB,22.6126,120.2709,200.1,0,,120? 16.254' E,22? 36.753' N,,0,0,,
416001323,Taiwan (Province of China),20/02/2025 16:12:17,@@@I*ELCOBR@@C?) BB,22.6126,120.2709,200.1,0,,120? 16.254' E,22? 36.753' N,,0,0,,
416001323,Taiwan (Province of China),20/02/2025 16:12:17,@@@I*ELCOBR@@C?) BB,22.6126,120.2709,200.1,0,,120? 16.254' E,22? 36.753' N,,0,0,,
416001323,Taiwan (Province of China),20/02/2025 16:12:17,@@@I*ELCOBR@@C?) BB,22.6126,120.2709,200.1,0,,120? 16.254' E,22? 36.753' N,,0,0,,
416001323,Taiwan (Province of China),20/02/2025 16:12:17,@@@I*ELCOBR@@C?) BB,22.6126,120.2709,200.1,0,,120? 16.254' E,22? 36.753' N,,0,0,,
416001323,Taiwan (Province of China),20/02/2025 16:12:17,@@@I*ELCOBR@@C?) BB,22.6126,120.2709,200.1,0,,120? 16.254' E,22? 36.753' N,,0,0,,
416450000,Taiwan (Province of China),20/02/2025 16:12:17,TONG YUN,22.5559,120.3174,213.6,0,9566356,120? 19.043' E,22? 33.356' N,322,32,182,TW KHH              ,Tanker-all ships of this type
416459000,Taiwan (Province of China),20/02/2025 16:12:17,UNI PROSPER,22.5469,120.2805,272,11.3,,120? 16.827' E,22? 32.815' N,270,,,,
416015927,Taiwan (Province of China),20/02/2025 16:12:18,KAO 506,22.6138,120.2881,183.4,0.1,0,120? 17.285' E,22? 36.829' N,511,15,40,KHH@@@@@@@@@@@@@@@@@,Vessel-Engaged in dredging or underwater operations
416005452,Taiwan (Province of China),20/02/2025 16:12:18,CHUNG YU NO.22,22.5845,120.3008,40,0,9814571,120? 18.050' E,22? 35.070' N,50,16,75,KAOSHIUNG           ,Tanker-all ships of this type
667001736,Sierra Leone,20/02/2025 16:12:18,HUA HANG,22.6138,120.287,0,0,8864282,120? 17.220' E,22? 36.830' N,511,12,71,@@@@@@@@@@@@@@@@@@@@,Cargo-all ships of this type
370391000,Panama (Republic of),20/02/2025 16:12:18,YUSHO MERMAID 2,22.6106,120.2845,217,0,9520247,120? 17.067' E,22? 36.637' N,297,14,82,TW KHH              ,Cargo-all ships of this type
416003885,Taiwan (Province of China),20/02/2025 16:12:18,SHING FU,22.6142,120.2698,360,0.1,0,120? 16.187' E,22? 36.853' N,359,0,0,@@@@@@@@@@@@@@@@@@@@,Passenger-all ships of this type
416005048,Taiwan (Province of China),20/02/2025 16:12:19,TIPM NO.13402,22.5571,120.317,319,9.2,0,120? 19.018' E,22? 33.429' N,511,10,35,@@@@@@@@@@@@@@@@@@@@,Tug
563245300,Singapore (Republic of),20/02/2025 16:12:19,EVER MOST,22.5445,120.2587,258.8,9,,120? 15.523' E,22? 32.672' N,256,,,,
416011439,Taiwan (Province of China),20/02/2025 16:12:19,PROTAGONIST ONE,22.6073,120.2962,360,0.1,,120? 17.769' E,22? 36.438' N,,0,0,,
416008845,Taiwan (Province of China),20/02/2025 16:12:20,TRITON1,22.594,120.2861,168.1,0,9495894,120? 17.164' E,22? 35.638' N,511,10,34,@@@@@@@@@@@@@@@@@@@@,Port tender
416006752,Taiwan (Province of China),20/02/2025 16:12:20,TA YU,22.5946,120.2911,316.7,0,0,120? 17.464' E,22? 35.676' N,339,13,76,KINMEN              ,Cargo-all ships of this type
416004697,Taiwan (Province of China),20/02/2025 16:12:20,KAO 505,22.6103,120.2727,161.5,0,967097500,120? 16.361' E,22? 36.616' N,145,0,0,@@@@@@@@@@@@@@@@@@@@,Vessel-Engaged in dredging or underwater operations
306406000,Netherlands Antilles,20/02/2025 16:12:20,XING YUN 101,22.5949,120.2833,125.6,0,0,120? 16.999' E,22? 35.695' N,227,8,29,@@@@@@@@@@@@@@@@@@@@,Cargo-all ships of this type
511101274,Palau (Republic of),20/02/2025 16:12:20,HONG LI,22.6034,120.2821,6.9,0.1,9036894,120? 16.926' E,22? 36.204' N,511,13,74,@@@@@@@@@@@@@@@@@@@@,Cargo-all ships of this type
416000018,Taiwan (Province of China),20/02/2025 16:12:20,FORMOSA NO.8,22.5996,120.2826,360,0,0,120? 16.958' E,22? 35.978' N,511,11,28,TW_KHH              ,Tug
544113120,Nauru (Republic of),20/02/2025 16:12:20,EASTERN STAR,22.597,120.2855,237.3,0,8996097,120? 17.130' E,22? 35.821' N,511,14,89,@@@@@@@@@@@@@@@@@@@@,Vessel=Fishing
416006752,Taiwan (Province of China),20/02/2025 16:12:21,TA YU,22.5946,120.2911,316.7,0,0,120? 17.463' E,22? 35.677' N,339,13,76,KINMEN              ,Cargo-all ships of this type
667001467,Sierra Leone,20/02/2025 16:12:21,VINCENT 2,22.6022,120.2829,291.5,0,9121039,120? 16.973' E,22? 36.133' N,143,17,107,@@@@@@@@@@@@@@@@@@@@,Cargo-all ships of this type
416000095,Taiwan (Province of China),20/02/2025 16:12:21,YIN LIAN,22.5964,120.2899,154.6,0.1,0,120? 17.392' E,22? 35.781' N,357,11,76,LONG MEN - KAOHSIUNG,Cargo-all ships of this type
416011751,Taiwan (Province of China),20/02/2025 16:12:21,SHENG YI FA168,22.5925,120.2871,273.1,0,0,120? 17.226' E,22? 35.550' N,511,8,37,KHH                 ,Vessel=Fishing
416006765,Taiwan (Province of China),20/02/2025 16:12:21,VENTUS XINGANG,22.5996,120.2816,360,0,990981900,120? 16.896' E,22? 35.975' N,235,0,0,KHH                 ,Vessel-Pleasure craft
416247700,Taiwan (Province of China),20/02/2025 16:12:21,HAI YAO,22.5927,120.2874,360,0,0,120? 17.246' E,22? 35.561' N,511,7,35,@@@@@@@@@@@@@@@@@@@@,Vessel=Fishing
356398000,Panama (Republic of),20/02/2025 16:12:21,PACIFIC WIND,22.6098,120.2862,266.6,0,9883508,120? 17.170' E,22? 36.585' N,117,32,199,TW KHH              ,Cargo-all ships of this type
457556000,Mongolia,20/02/2025 16:12:22,EVER  DELIGHT,91,181,360,102.3,8358661,Not available (default),Not available (default),511,16,96,KAOHSIUNG           ,Cargo-all ships of this type
563246800,Singapore (Republic of),20/02/2025 16:12:22,EVER VERT,22.5358,120.3152,150.5,0,,120? 18.910' E,22? 32.147' N,142,,,,
416008937,Taiwan (Province of China),20/02/2025 16:12:22,TIPM NO.15003,22.5822,120.2988,126.3,1.2,0,120? 17.926' E,22? 34.932' N,511,0,0,@@@@@@@@@@@@@@@@@@@@,Tug
416000021,Taiwan (Province of China),20/02/2025 16:12:22,YU MING NO:288,22.5853,120.3028,360,0.1,0,120? 18.167' E,22? 35.120' N,511,0,0,@@@@@@@@@@@@@@@@@@@@,Vessel-Pleasure craft
416005473,Taiwan (Province of China),20/02/2025 16:12:23,CHUNG YU16,22.585,120.3017,62.5,0,9820063,120? 18.102' E,22? 35.101' N,511,11,37,@@@@@@@@@@@@@@@@@@@@,Tanker-all ships of this type
416004191,Taiwan (Province of China),20/02/2025 16:12:23,SEAGREEN NO15,22.5959,120.2843,360,0,9406295,120? 17.058' E,22? 35.752' N,511,40,55,TW KHH 1508W        ,Vessel-Towing
386900017,not in use,20/02/2025 16:12:23,3869-17-59%,22.5898,120.2897,185.9,0,,120? 17.385' E,22? 35.386' N,,,,,
416008938,Taiwan (Province of China),20/02/2025 16:12:23,TIMP NO.15005,22.5813,120.2995,127.1,1.1,0,120? 17.971' E,22? 34.881' N,511,0,0,@@@@@@@@@@@@@@@@@@@@,Tug
677054600,Tanzania (United Republic of),20/02/2025 16:12:23,CHENG TAI,22.5819,120.2958,251,0,8854122,120? 17.750' E,22? 34.913' N,511,12,63,NINGBO@@@@@@@@@@@@@@,Cargo-all ships of this type
576638000,Vanuatu (Republic of),20/02/2025 16:12:23,LONGBOW NO.7,22.603,120.2862,13.7,0,8956683,120? 17.171' E,22? 36.182' N,511,9,46,@@@@@@@@@@@@@@@@@@@@,Vessel=Fishing
416004261,Taiwan (Province of China),20/02/2025 16:12:23,YU CHIN NO.302,22.5855,120.3031,0,0,0,120? 18.185' E,22? 35.132' N,511,9,29,@@@@@@@@@@@@@@@@@@@@,Vessel-Towing
416005003,Taiwan (Province of China),20/02/2025 16:12:23,HUNG YU NO.1,22.5467,120.3121,334.6,0,0,120? 18.726' E,22? 32.805' N,511,33,80,@@@@@@@@@@@@@@@@@@@@,Other type of ship-all ships of this type
416362000,Taiwan (Province of China),20/02/2025 16:12:24,BAO SHAN NO.3,22.5575,120.316,316.7,0,9276456,120? 18.958' E,22? 33.447' N,322,18,90,KAOHSIUNG@@@@@@@@@@@,Tanker-all ships of this type
416004047,Taiwan (Province of China),20/02/2025 16:12:24,TA YING,22.5991,120.2884,104.2,0,0,120? 17.304' E,22? 35.947' N,511,0,0,KAOHSIUNG@@@@@@@@@@@,Cargo-all ships of this type
416005691,Taiwan (Province of China),20/02/2025 16:12:24,SEN KOH NO.8,22.5861,120.2925,360,0,0,120? 17.549' E,22? 35.166' N,511,30,102,@@@@@@@@@@@@@@@@@@@@,Spare - for local use
629009312,Gambia (Republic of the),20/02/2025 16:12:24,XIN YUAN,22.5818,120.2957,288,0,9126106,120? 17.740' E,22? 34.910' N,231,15,85,KOHSIUNG            ,Cargo-all ships of this type
416004115,Taiwan (Province of China),20/02/2025 16:12:25,DAH LIN NO.9,22.5389,120.3359,360,0,0,120? 20.152' E,22? 32.335' N,511,12,36,KAOHSIUNG PORT@@@@@@,Vessel-Towing
416005047,Taiwan (Province of China),20/02/2025 16:12:25,TIPM NO.13401,22.5338,120.303,243.7,0.1,0,120? 18.180' E,22? 32.026' N,511,10,35,@@@@@@@@@@@@@@@@@@@@,Tug
416000017,Taiwan (Province of China),20/02/2025 16:12:25,YU TAI NO.403,22.595,120.2881,316.3,0.3,0,120? 17.286' E,22? 35.702' N,511,11,30,@@@@@@@@@@@@@@@@@@@@,Tug
538010853,Marshall Islands (Republic of the),20/02/2025 16:12:25,FAIRCHEM PATHFINDER,22.582,120.2991,121.3,1.1,9975301,120? 17.949' E,22? 34.921' N,139,27,158,TW KHH              ,Tanker-all ships of this type
416004524,Taiwan (Province of China),20/02/2025 16:12:25,YU JING 245,22.6176,120.2794,360,0,0,120? 16.762' E,22? 37.054' N,511,9,54,@@@@@@@@@@@@@@@@@@@@,Tug
416005437,Taiwan (Province of China),20/02/2025 16:12:25,SOLARIS 2,22.582,120.2939,360,0,0,120? 17.634' E,22? 34.922' N,511,8,20,HYDRO SURVEY@@@@@@@@,Vessel-Engaged in dredging or underwater operations
416012541,Taiwan (Province of China),20/02/2025 16:12:26,KMSC NO.901,22.6064,120.2816,342.3,6.7,0,120? 16.896' E,22? 36.385' N,511,0,0,@@@@@@@@@@@@@@@@@@@@,Port tender
457601000,Mongolia,20/02/2025 16:12:26,MACRO,22.5999,120.2816,205.4,0,0,120? 16.894' E,22? 35.993' N,511,2,2,@@@@@@@@@@@@@@@@@@@@,Cargo-all ships of this type
416005048,Taiwan (Province of China),20/02/2025 16:12:26,TIPM NO.13402,22.5574,120.3167,315,9.3,0,120? 19.003' E,22? 33.444' N,511,10,35,@@@@@@@@@@@@@@@@@@@@,Tug
677011100,Tanzania (United Republic of),20/02/2025 16:12:26,HAI FA,22.582,120.2955,285.9,0,9072991,120? 17.728' E,22? 34.921' N,511,12,74,KAOXIONG            ,Cargo-all ships of this type
510069000,Micronesia (Federated States of),20/02/2025 16:12:26,QUEEN ISABELLA 88,22.6135,120.2719,210.6,0,0,120? 16.316' E,22? 36.807' N,302,30,15,@@@@@@@@@@@@@@@@@@@@,Vessel=Fishing
477347200,Hong Kong (Special Administrative Region of China),20/02/2025 16:12:26,GLORY TIANJIN,22.535,120.2445,79.6,8.3,,120? 14.669' E,22? 32.098' N,84,,,,
306045000,Netherlands Antilles,20/02/2025 16:12:27,GUANYANG,22.611,120.2739,168.3,0,9110250,120? 16.436' E,22? 36.660' N,0,9,53,KHH                 ,Cargo-all ships of this type
306045000,Netherlands Antilles,20/02/2025 16:12:27,GUANYANG,22.611,120.2739,168.3,0,9110250,120? 16.436' E,22? 36.660' N,0,9,53,KHH                 ,Cargo-all ships of this type
667001736,Sierra Leone,20/02/2025 16:12:27,HUA HANG,22.6138,120.287,0,0,8864282,120? 17.220' E,22? 36.830' N,511,12,71,@@@@@@@@@@@@@@@@@@@@,Cargo-all ships of this type
416003923,Taiwan (Province of China),20/02/2025 16:12:27,KAO NO.112,22.5943,120.2885,348.1,0.2,0,120? 17.310' E,22? 35.659' N,511,14,89,KOH                 ,Tug
416015927,Taiwan (Province of China),20/02/2025 16:12:27,KAO 506,22.6138,120.2881,183.4,0,0,120? 17.285' E,22? 36.829' N,511,15,40,KHH@@@@@@@@@@@@@@@@@,Vessel-Engaged in dredging or underwater operations
416459000,Taiwan (Province of China),20/02/2025 16:12:28,UNI PROSPER,22.5469,120.2799,270,11.4,,120? 16.793' E,22? 32.816' N,270,,,,
416003885,Taiwan (Province of China),20/02/2025 16:12:28,SHING FU,22.6142,120.2698,360,0.1,0,120? 16.187' E,22? 36.853' N,358,0,0,@@@@@@@@@@@@@@@@@@@@,Passenger-all ships of this type
416004697,Taiwan (Province of China),20/02/2025 16:12:28,KAO 505,22.6103,120.2727,161.5,0,967097500,120? 16.361' E,22? 36.616' N,145,0,0,@@@@@@@@@@@@@@@@@@@@,Vessel-Engaged in dredging or underwater operations
563245300,Singapore (Republic of),20/02/2025 16:12:29,EVER MOST,22.5445,120.2583,258.6,9,,120? 15.497' E,22? 32.667' N,256,,,,
312888000,Belize,20/02/2025 16:12:29,XIN HAI 799,22.5917,120.2928,0,0,9819208,120? 17.570' E,22? 35.504' N,150,16,97,TW KHH@@@@@@@@@@@@@@,Cargo-all ships of this type
416008865,Taiwan (Province of China),20/02/2025 16:12:29,TRITON 8,22.5659,120.3087,271.2,0.1,9486776,120? 18.522' E,22? 33.956' N,511,0,0,@@@@@@@@@@@@@@@@@@@@,Reserved for future use
416008845,Taiwan (Province of China),20/02/2025 16:12:29,TRITON1,22.594,120.2861,168.1,0,9495894,120? 17.164' E,22? 35.638' N,511,10,34,@@@@@@@@@@@@@@@@@@@@,Port tender
511101274,Palau (Republic of),20/02/2025 16:12:29,HONG LI,22.6034,120.2821,14.1,0.2,9036894,120? 16.927' E,22? 36.204' N,511,13,74,@@@@@@@@@@@@@@@@@@@@,Cargo-all ships of this type
306406000,Netherlands Antilles,20/02/2025 16:12:29,XING YUN 101,22.5949,120.2833,125.6,0,0,120? 16.998' E,22? 35.696' N,227,8,29,@@@@@@@@@@@@@@@@@@@@,Cargo-all ships of this type
416000018,Taiwan (Province of China),20/02/2025 16:12:30,FORMOSA NO.8,22.5996,120.2826,360,0,0,120? 16.958' E,22? 35.978' N,511,11,28,TW_KHH              ,Tug
416004697,Taiwan (Province of China),20/02/2025 16:12:30,KAO 505,22.6103,120.2727,146.3,0,967097500,120? 16.362' E,22? 36.615' N,145,0,0,@@@@@@@@@@@@@@@@@@@@,Vessel-Engaged in dredging or underwater operations
416005437,Taiwan (Province of China),20/02/2025 16:12:30,SOLARIS 2,22.582,120.2939,360,0,0,120? 17.634' E,22? 34.922' N,511,8,20,HYDRO SURVEY@@@@@@@@,Vessel-Engaged in dredging or underwater operations
416000095,Taiwan (Province of China),20/02/2025 16:12:30,YIN LIAN,22.5964,120.2899,154.6,0,0,120? 17.392' E,22? 35.782' N,357,11,76,LONG MEN - KAOHSIUNG,Cargo-all ships of this type
544113120,Nauru (Republic of),20/02/2025 16:12:30,EASTERN STAR,22.597,120.2855,237.3,0,8996097,120? 17.130' E,22? 35.821' N,511,14,89,@@@@@@@@@@@@@@@@@@@@,Vessel=Fishing
416247700,Taiwan (Province of China),20/02/2025 16:12:30,HAI YAO,22.5927,120.2874,360,0,0,120? 17.246' E,22? 35.561' N,511,7,35,@@@@@@@@@@@@@@@@@@@@,Vessel=Fishing
416000140,Taiwan (Province of China),20/02/2025 16:12:30,DAH LIN NO.1,22.5382,120.3367,360,0,0,120? 20.203' E,22? 32.291' N,511,0,0,@@@@@@@@@@@@@@@@@@@@,Vessel-Towing
667001467,Sierra Leone,20/02/2025 16:12:30,VINCENT 2,22.6022,120.2829,293.8,0,9121039,120? 16.973' E,22? 36.134' N,143,17,107,@@@@@@@@@@@@@@@@@@@@,Cargo-all ships of this type
351366000,Panama (Republic of),20/02/2025 16:12:31,HEUNG-A PIONEER,22.5931,120.2888,13,0.1,9415478,120? 17.329' E,22? 35.588' N,141,21,125,TWKHH               ,Tanker-all ships of this type
416006752,Taiwan (Province of China),20/02/2025 16:12:31,TA YU,22.5946,120.2911,316.7,0,0,120? 17.463' E,22? 35.677' N,339,13,76,KINMEN              ,Cargo-all ships of this type
352003319,Panama (Republic of),20/02/2025 16:12:31,JOYFUL SPIRIT,22.5907,120.2934,47.4,0,9590022,120? 17.603' E,22? 35.443' N,146,20,120,TW KHH              ,Cargo-all ships of this type
416004191,Taiwan (Province of China),20/02/2025 16:12:31,SEAGREEN NO15,22.5959,120.2843,360,0,9406295,120? 17.058' E,22? 35.752' N,511,40,55,TW KHH 1508W        ,Vessel-Towing
416005048,Taiwan (Province of China),20/02/2025 16:12:32,TIPM NO.13402,22.5576,120.3165,315.7,9.1,0,120? 18.992' E,22? 33.455' N,511,10,35,@@@@@@@@@@@@@@@@@@@@,Tug
457556000,Mongolia,20/02/2025 16:12:32,EVER  DELIGHT,91,181,360,102.3,8358661,Not available (default),Not available (default),511,16,96,KAOHSIUNG           ,Cargo-all ships of this type
576638000,Vanuatu (Republic of),20/02/2025 16:12:32,LONGBOW NO.7,22.603,120.2862,13.7,0,8956683,120? 17.170' E,22? 36.182' N,511,9,46,@@@@@@@@@@@@@@@@@@@@,Vessel=Fishing
416008938,Taiwan (Province of China),20/02/2025 16:12:32,TIMP NO.15005,22.5813,120.2996,123.8,1,0,120? 17.974' E,22? 34.879' N,511,0,0,@@@@@@@@@@@@@@@@@@@@,Tug
416011751,Taiwan (Province of China),20/02/2025 16:12:32,SHENG YI FA168,22.5925,120.2871,273.1,0,0,120? 17.226' E,22? 35.550' N,511,8,37,KHH                 ,Vessel=Fishing
416006765,Taiwan (Province of China),20/02/2025 16:12:32,VENTUS XINGANG,22.5996,120.2816,360,0,990981900,120? 16.897' E,22? 35.976' N,235,0,0,KHH                 ,Vessel-Pleasure craft
